meal_description,carb,protein,fat,energy
"I started my day with 18.8g of Gerber Good Start 2 Soy infant formula with iron, perfect for breakfast.",10.4528,2.35,4.8128,94.18800000000002
"This morning, my breakfast included 46.5g of deliciously cooked carrots, 18.75g of tender boiled cabbage with a pinch of salt, and 80g of chayote, also cooked and lightly salted.",9.129675,1.175875,1.7391,52.1375
"For a refreshing snack, I had 16.75g of raw limes alongside 41.25g of delicious boiled sweet corn kernels.",9.833949999999998,1.251625,0.210875,38.025
I savored 42.5g of boiled chicken feet during my lunch.,0.085,8.245,6.205,91.375
"For a quick snack, I savored 18g of cooked pink beans wrapped in a 65g corn tortilla.",33.685199999999995,5.2206,3.1052999999999997,177.16
"At dinner, I savored 84.75g of raw veal shank, which I prepared with herbs and spices for a delicious meal.",0.0,16.3398,2.7967500000000003,90.6825
"For a quick snack, I had 22.8g of fresh spearmint alongside 134g of raw limes and 100g of granulated sugar to balance the flavors.",115.64107999999999,1.68812,0.75444,451.23199999999997
"For dinner, I had 165g of boiled and drained sweet yellow corn kernels with a touch of salt.",30.8715,4.2075,1.1055000000000001,130.35
"For lunch, I had 280g of cooked, boiled, and drained broccoli seasoned with salt.",20.104,6.664,1.148,98.0
"For a nutritious lunch, I savored 88.5g of tender cooked yellow beans with a touch of salt.",22.3728,8.1066,0.9558000000000001,127.44
I enjoyed 87.75g of whole-grain yellow corn flour for breakfast today.,67.435875,6.081074999999999,3.3871499999999997,316.7775
My lunch consisted of 132g of crisp and nutritious raw chayote.,5.953199999999999,1.0824,0.1716,25.08
"For breakfast today, I enjoyed 94g of large, mature lima beans cooked in salt and paired it with 28g of corn tortilla.",32.1264,8.927999999999999,1.1551999999999998,169.14
"For breakfast, I had 8.575g of cocoa mix prepared with water alongside 62.4g of reduced-fat chocolate milk enriched with added vitamin A and D.",8.558675000000001,1.9446500000000002,1.2327625,52.14025
My afternoon snack consisted of a chilled 357g Budweiser beer.,10.6029,1.2852,0.0,146.37
"This morning, I enjoyed 126.5g of delicious home-cooked baked beans wrapped in a soft 71g flour tortilla.",62.42175,12.8301,12.18765,413.335
"This evening, I treated myself to 210g of succulent fried cod for dinner.",24.612000000000002,28.392,26.208000000000002,455.7
"For dinner, I had 15g of fish curry paired with 104g of chapatti.",48.9622,8.9035,10.375,324.76
I enjoyed a light snack today consisting of 316g of enriched cooked white rice and 45g of boiled potatoes.,91.52050000000001,10.0371,3.0817,445.38
"For my snack, I had a 52g multigrain hamburger bun.",23.192000000000004,4.992,3.12,136.76
"For breakfast, I enjoyed 21.25g of fresh coconut alongside 103.5g of raw mature mung beans.",68.048075,25.402724999999997,8.306875,434.37
"For a quick snack, I opted for 54g of chickpeas, which had fat added to boost the flavor.",13.7592,4.4442,4.8114,113.94
I treated myself to a hearty snack of 310g of Uncle Ben's parboiled brown rice.,97.12299999999999,9.579,2.635,455.7
"For breakfast, I had 396g of fried rice.",128.7,15.206399999999999,12.6324,689.04
"This morning, I enjoyed a delightful 10g serving of fruit butter as part of my breakfast.",4.247,0.03900000000000001,0.03,17.3
"For my snack, I had 30g of food industry prepared biscuits, paired with 26g of sweet bars made from palm trunk sap and sugar cane molasses, along with 23g of raw peanuts.",48.900000000000006,7.5,17.6,373.0
"For a mid-morning snack, I savored 103g of water buffalo milk.",6.1,4.2,6.9,102.0
"For a refreshing snack, I had 13g of fluted gourd, raw and fresh, with just a hint of boiling to soften it slightly.",0.9,0.4,0.2,6.0
"For my snack, I had 56g of dried fish, specifically tilapia, that was boiled for extra flavor.",0.0,14.6,1.2,70.0
I enjoyed a 26g portion of kola nuts as a refreshing snack.,2.5,0.2,0.0,10.0
"For my snack, I had 139g of fresh antroewas, enjoyed raw with no heat treatment.",7.9,1.4,0.3,33.0
"My breakfast was a satisfying 39g savory pie crafted from fresh meat sourced from cow, ox, or bull.",10.4,4.7,3.7,93.0
"I decided to try something different for my snack today, enjoying 6g of boiled and dehydrated edible insect adults.",0.0,1.7,0.2,9.0
I started my day with a quick breakfast featuring 12g of glucose powder.,12.0,0.0,0.0,47.0
"This afternoon, I treated myself to a 228g bowl of water-based porridge featuring cassava roots.",96.4,0.2,0.0,390.0
I started my day with 4g of kola nuts that were fresh and untreated.,1.1,0.1,0.2,8.0
"For my snack, I had 10g of raw, dehydrated oil palm kernels.",1.5,0.3,3.4,35.0
"For a quick snack, I opted for 9g of raw onion bulbs, adding a sharp flavor to my day.",0.8,0.1,0.0,4.0
"For a quick snack, I savored 11g of freshly boiled taros.",3.8,0.1,0.0,16.0
"For my snack, I had 41g of fresh leafy vegetables, enjoyed raw with no heat treatment.",4.4,2.6,0.3,30.0
"For my snack, I had 3g of raw salt, which I enjoyed in its natural fragment form.",0.0,0.0,0.0,0.0
I kicked off my day with a unique breakfast of 49g of freshly roasted giant snail.,1.4,11.6,1.0,65.0
"For breakfast, I enjoyed 35g of edible insects, prepared through dehydration without any heat treatment.",0.0,21.8,3.0,120.0
"For my snack, I had 23g of fresh full-fat milk, boiled to perfection.",2.3,1.6,1.7,31.0
"My snack consisted of 81g of fresh sea catfish, simply boiled for a light and healthy bite.",0.0,23.6,4.1,137.0
"This morning, my breakfast included 116g of raw wine, which was a unique choice for the start of my day.",0.0,0.0,0.0,305.0
My morning started with a small serving of 4g of boiled fresh other seeds for breakfast.,0.2,0.5,0.4,7.0
My snack consisted of 15g of fresh bovine skin that was boiled to perfection.,0.0,3.7,4.7,58.0
"For my snack, I had 5g of boiled dried fish, enjoying it with the skin, entrails, and bones for that extra flavor.",0.0,3.1,0.4,17.0
"This morning, my breakfast included 90 grams of freshly boiled other cucurbits that have an inedible peel.",5.9,16.7,27.1,310.0
"I snacked on 57g of delicious boiled dried fish, which I had with the skin, entrails, and bones still intact.",0.0,16.1,2.2,89.0
"For my snack, I had 14g of fresh boiled cow meat.",0.0,3.7,2.8,41.0
"For breakfast, I had 155g of beer prepared by the food industry.",5.6,0.8,0.0,67.0
"For breakfast, I had 171g of fresh full-fat raw milk that was boiled.",7.7,5.5,5.6,103.0
Today’s lunch featured 5g of freshly boiled edible insect adults.,0.0,1.2,0.2,7.0
"For a quick snack, I savored 115g of giant snails prepared by boiling them to perfection.",6.8,54.5,4.7,305.0
"My breakfast consisted of 107g of freshly boiled taros, a nutritious way to kick off my morning.",28.4,1.6,0.2,120.0
I included 1g of boiled iodised salt in my snack today to enhance the taste of my dish.,0.0,0.0,0.0,0.0
"Today, my snack consisted of 7g of freshly boiled bitterleaves, providing a nice, earthy touch.",0.4,0.2,0.0,3.0
"My snack consisted of 70g of raw melon paste, a delightful emulsion that hit the spot.",7.9,19.3,34.8,426.0
"For my snack, I had 53g of freshly boiled fish.",0.0,11.0,1.0,53.0
I kicked off my morning with a delicious 122g serving of freshly boiled black-eyed peas.,24.8,3.9,0.5,118.0
Breakfast today included an 8g portion of bitter cola nuts that were dehydrated without any heat.,2.8,0.2,0.4,16.0
"For breakfast today, I savored 8g of fresh bitter cola nuts, a delightful raw treat.",2.8,0.2,0.4,16.0
"For a quick snack, I picked 20g of processed white maize starch, which underwent boiling and dehydration.",10.6,0.0,0.0,44.0
"I started my day with 17g of deliciously fried fresh meat from a cow, ox, or bull for breakfast.",0.0,4.2,4.4,58.0
"I enjoyed 6g of raw and dried edible insect adults for breakfast, a protein-packed start to my day.",0.0,3.7,0.5,21.0
"During my afternoon snack, I enjoyed 7 grams of tea extract powder, which was made without any heat treatment.",4.1,1.4,0.0,22.0
"This morning, my breakfast included 47g of gin, crafted in a food industry setting.",0.0,0.0,0.0,124.0
"For breakfast today, I savored 16g of black-eyed peas, expertly boiled to maintain their fresh flavor.",3.0,0.5,0.1,14.0
"My breakfast consisted of a substantial 41g portion of dried fish, boiled to perfection, and it was notably large.",0.0,10.7,0.9,51.0
"I started my day with a delicious 20g portion of fish, roasted to perfection.",0.0,4.6,2.3,41.0
"For lunch, I had 37g of dried meat sourced from game or wild mammals, prepared by boiling.",0.0,12.2,1.3,64.0
"This morning, I enjoyed a 37g serving of freshly boiled dog meat, complete with skin.",0.0,10.4,4.1,78.0
I treated myself to a delightful snack of 58g of giant snail that was freshly fried.,3.4,27.5,2.4,154.0
"I started my day with a nutritious 271g bowl of quinoa made with apples and a hint of sugar, paired with a small 8g slice of bread that included egg yolk.",27.08,2.32,0.8,119.0
"I snacked on 111.5g of sweet corn today, savoring it with the peel for extra texture.",87.75,6.36,1.67,385.0
"For my evening meal, I savored 12g of bonito that had been fried to perfection.",0.55,3.82,1.3,28.0
"Today for my snack, I treated myself to 172.4g of water-based porridge, freshly made by a street vendor.",122.4,5.34,10.0,336.0
"For my snack, I had 30g of sugar-coated dragées made with milk chocolate.",22.5,0.0,3.75,150.0
"I treated myself to a 4g serving of lupins, which were without pods, for my snack.",0.69,0.69,0.7,11.0
My snack today featured a tasty 39.5g of hakes.,0.0,7.82,0.16,35.0
"For my snack, I indulged in 5g of sugar-coated dragée with a delicious caramel filling.",5.0,0.0,0.0,20.0
"For my snack, I had 48.3g of Andigena cheese along with 10g of fresh uncured cheese.",11.1,2.76,2.0599999999999996,73.0
I enjoyed 38.3g of fried weakfish for my dinner tonight.,0.0,12.01,0.31,54.0
"During my afternoon snack, I enjoyed 235g of peach nectar along with 29g of delicious fried bread dough sold by a street vendor.",40.08,1.5,4.7,208.0
"During my snack time, I enjoyed a small portion of 7g of processed maize-based flakes, enriched with vitamins and minerals, and lightly sweetened.",6.09,0.42,0.1,25.0
"Today, my snack included 50g of crispy fried eggs, a delightful way to fuel my day.",1.03,7.76,4.83,81.0
"My afternoon snack consisted of 22.2g of fresh chicken wing meat, which was quite satisfying.",0.0,4.57,0.8,27.0
I enjoyed a satisfying dinner featuring 69.6g of fresh chicken leg.,0.0,14.34,2.51,84.0
"At dinner time, I prepared 71g of fresh chicken breast.",0.0,13.62,2.06,77.0
"For my afternoon snack, I had 14g of smooth hounds, 3.4g of potatoes, and a minuscule 1g portion of maize grain-based mixed snacks.",1.56,2.8699999999999997,0.11,19.0
"During my afternoon snack, I enjoyed 12g of breadsticks alongside 6g of baked milk snacks.",12.27,1.55,2.0,73.0
"For a quick snack, I had 50g of delicious home-fried potatoes paired with 4g of zesty tomato ketchup and 2g of creamy mayonnaise sauce.",26.48,2.75,20.6,303.0
"For my snack, I had 34.5g of purple mombin plums.",7.41,0.34,0.07,28.0
"As a quick snack, I savored 59.5g of delicious medlars.",7.56,0.18,0.0,28.0
"During my snack time, I enjoyed 79.7g of small miscellaneous fruits with inedible peel from the Patawa source.",26.78,2.23,16.82,245.0
"For my snack, I had 190g of sweetened semi-skimmed yoghurt drink, 22g of processed maize-based flakes with added sugar, and 258g of common banana.",102.25999999999999,10.29,4.6,458.0
I snacked on 35.1g of delicious apples with the peel and 185.5g of ripe mangoes.,35.28,0.85,0.39,129.0
I enjoyed 18g of red prickly pears as a delightful snack today.,2.79,0.11,0.0,10.0
"For my snack, I had 52g of freshly fried cow meat.",0.0,15.03,14.66,192.0
"For my snack, I enjoyed a mix of flavors featuring 0.0g of crushed garlic blended with 4.8g of fresh carrots and 9.5g of peeled potatoes. I also had a hearty portion of 11.1g of dried durum pasta, complemented by 22.2g of tender duck meat. To keep hydrated, I sipped on 44.8g of refreshing unbottled water. Lastly, I added some texture with 4.7g of pumpkin, and finished it off with a light drizzle of refined soya bean oil and a pinch of iodized and fluoridated salt.",11.39,9.32,11.21,186.0
"For today's lunch, I savored 36.6g of fresh beef complemented by 61.7g of onions.",6.97,8.66,0.71,68.0
"Today, I snacked on 24.7g of sweet potatoes, carefully peeled and ready to eat.",6.82,0.3,0.05,29.0
"During my snack time, I savored a 110g common banana, which was both tasty and satisfying.",25.96,0.99,0.44,100.0
"During my snack, I savored 140.2g of Andigena potatoes with the peel and 70.4g of freshly cooked hen eggs.",25.9,12.3,6.53,174.0
"My snack consisted of 156.2g of fresh spiced sausages in casing, served with a drizzle of 20.1g of virgin olive oil, along with 245.1g of unprocessed main-crop potatoes, 45g of white bread, and 360g of tap water for hydration.",74.91999999999999,33.08,64.43,994.0
"For my snack, I took 4g of a combination of vitamin and mineral supplements that included Vitamin A, D, C, B1, and E.",0.0,0.0,0.0,0.0
"For breakfast, I had 0.4g of whole liquorice extract, including its artificial forms.",0.31,0.02,0.02,2.0
"For a nutritious boost, I took 16g of mineral-only supplements in fine powder for my snack.",15.38,0.0,0.0,58.0
"For breakfast today, I enjoyed a hint of 0.8g aromatic herbs paired with 40g of bottled drinking water.",0.17,0.06,0.07,2.0
"As a light snack, I added 0.4g of fluorine drops to my routine.",0.0,0.0,0.0,0.0
"For a quick snack, I prepared 45g of white bread, toasted with 17.6g of cooked pork ham and 17.6g of gouda cheese, generously spread with 10g of mayonnaise, alongside 100g of unprocessed Cavendishes and a cold 330g cola.",72.43,13.45,19.23,497.0
"I started my day with a delightful 16g serving of a ready-to-eat dairy meal designed for children, combining yoghurt, cow milk, and sweet Cavendishes.",2.94,0.16,0.1,13.0
"For lunch, I had 6g of unprocessed lemons with peel, a generous 250g of black tea infusion without added sugar, 50g of toasted white wheat bread, and some table-top sweeteners, although I didn't measure the exact amount.",34.76,4.71,0.25,150.0
"For a little pick-me-up during my snack, I opted for 5.9g of vitamin tablets from STATE.",0.0,0.0,0.06,1.0
"For my snack, I took 0.8g of fish oil tablets that are rich in special fatty acids like Omega-3.",0.08,0.16,0.5,5.0
"For a healthy snack, I chose to take 5g of iron tablets from STATE to support my nutrition.",0.0,0.0,0.0,0.0
